,server,serve,serve_x,serve_y,server_shot_type,server_shot_hand,server_x,server_y,returner_x,returner_y,returner_shot_type,returner_shot_hand,num_strokes,is_game_point,is_break_point,winner
67,0.0,0.0,0.554278416347382,0.9046221570066031,0.6000000000000001,0.0,0.15789473684210528,0.03572528487834925,0.8378995433789956,0.9035691922354414,0.42857142857142855,0.0,0.30000000000000004,0.0,0.0,1.0
68,0.0,1.0,0.06896551724137931,0.8444607483492297,0.6000000000000001,0.0,0.3157894736842105,0.038805050816137984,0.7656012176560123,0.8810269254852849,0.42857142857142855,0.0,0.30000000000000004,0.0,0.0,0.0
69,0.0,0.0,0.5108556832694764,0.8217168011738811,0.6000000000000001,1.0,0.08803827751196172,0.07914998460117031,0.378234398782344,0.8810269254852849,0.14285714285714285,1.0,0.4,1.0,0.0,0.0
70,1.0,1.0,0.8416347381864624,0.16727806309611154,0.4,0.0,0.8765550239234449,0.7157376039421005,0.34018264840182655,0.06199123356293049,0.42857142857142855,1.0,0.25,0.0,0.0,1.0
71,1.0,0.0,0.8748403575989783,0.20102714600146737,0.2,0.0,0.5444976076555024,0.9254696643055128,0.3447488584474886,0.0873512836568566,0.42857142857142855,0.0,0.6000000000000001,0.0,0.0,0.0
72,1.0,0.0,0.5108556832694764,0.16360968451944247,0.6000000000000001,1.0,0.322488038277512,0.8906683092085003,0.784627092846271,0.09486537257357544,0.42857142857142855,0.0,0.30000000000000004,0.0,0.0,0.0
73,1.0,0.0,0.611749680715198,0.11958914159941303,0.6000000000000001,1.0,0.3770334928229665,0.8004311672312905,0.26636225266362257,0.07545397620538509,0.42857142857142855,1.0,0.25,0.0,1.0,0.0
74,1.0,1.0,0.44955300127713926,0.9479090242112986,0.2,1.0,0.8277511961722487,0.2491530643671081,0.6316590563165906,0.7194740137758296,0.2857142857142857,1.0,0.25,0.0,0.0,1.0
75,1.0,0.0,0.8773946360153257,0.8686720469552458,0.4,1.0,0.7674641148325358,0.28826609177702495,0.7305936073059363,0.5729492798998121,0.14285714285714285,1.0,0.5000000000000001,0.0,0.0,0.0
76,1.0,0.0,0.0038314176245210774,0.9413059427732942,0.8,0.0,0.5464114832535885,0.055743763473975985,0.07990867579908678,0.8700688791484034,1.0,0.0,0.0,0.0,0.0,1.0
77,1.0,1.0,0.8160919540229885,0.8686720469552458,0.6000000000000001,0.0,0.4334928229665072,0.12565445026178013,0.6369863013698631,0.6195992485911084,0.7142857142857142,1.0,0.45000000000000007,0.0,0.0,0.0
78,1.0,0.0,0.35887611749680715,0.9170946441672783,1.0,0.0,0.4909090909090909,0.2491530643671081,0.6727549467275495,0.9148403256105198,0.42857142857142855,1.0,0.25,0.0,0.0,1.0
79,1.0,0.0,0.9846743295019157,0.9104915627292738,0.8,0.0,0.4143540669856459,0.05266399753618726,0.9307458143074583,0.8519098309329993,1.0,1.0,0.0,1.0,0.0,1.0
80,0.0,1.0,0.24010217113665394,0.9728539985326485,0.6000000000000001,1.0,0.4631578947368421,0.060055435786880204,0.7534246575342466,0.8447088290544771,0.42857142857142855,0.0,0.1,0.0,0.0,0.0
81,0.0,1.0,0.5938697318007663,0.9603815113719736,0.6000000000000001,1.0,0.33301435406698565,0.05697566984909148,0.4490106544901066,0.9226675015654352,0.42857142857142855,1.0,0.1,0.0,0.0,0.0
82,0.0,1.0,0.4252873563218391,0.8987527512839326,0.8,0.0,0.5971291866028707,0.055743763473975985,0.33105022831050235,0.8553537883531621,1.0,0.0,0.0,0.0,0.0,0.0
83,0.0,1.0,0.9642401021711368,0.9537784299339693,0.8,0.0,0.45263157894736844,0.055743763473975985,0.8333333333333335,0.823418910457107,1.0,0.0,0.0,1.0,0.0,0.0
84,1.0,0.0,0.5338441890166028,0.07043286867204696,0.8,0.0,0.41722488038277517,0.796735448105944,0.5159817351598174,0.041014402003757035,0.14285714285714285,1.0,0.0,0.0,0.0,1.0
85,1.0,1.0,0.5006385696040869,0.0,0.8,0.0,0.6392344497607655,0.4521096396673853,0.3051750380517504,0.0588603631809643,1.0,0.0,0.0,0.0,0.0,0.0
86,1.0,0.0,0.16219667943805877,0.26779163609684525,0.6000000000000001,0.0,0.9291866028708133,0.7801047120418849,0.13089802130898023,0.044771446462116456,0.42857142857142855,1.0,0.45000000000000007,0.0,0.0,0.0
87,1.0,1.0,0.6883780332056194,0.15260454878943508,0.6000000000000001,1.0,0.3559808612440192,0.864490298737296,0.7983257229832574,0.04007514088916718,0.14285714285714285,0.0,0.7000000000000001,0.0,0.0,1.0
88,1.0,0.0,0.11238825031928482,0.2046955245781365,0.2,0.0,0.6497607655502392,0.6122574684323993,0.31659056316590567,0.10832811521603004,0.2857142857142857,1.0,0.45000000000000007,0.0,1.0,0.0
89,0.0,0.0,0.9361430395913154,0.18561995597945713,0.6000000000000001,0.0,0.724401913875598,0.7600862334462581,0.6780821917808221,0.07013149655604257,0.42857142857142855,1.0,0.30000000000000004,0.0,0.0,1.0
90,0.0,0.0,0.15070242656449556,0.4380044020542921,0.6000000000000001,0.0,0.6641148325358851,0.8176778564829074,0.09284627092846272,0.11271133375078271,1.0,0.0,0.05000000000000002,0.0,0.0,0.0
91,0.0,0.0,0.937420178799489,0.28393250183418933,0.8,0.0,0.3397129186602871,0.8534031413612566,0.9573820395738206,0.04978083907326236,1.0,1.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.929757343550447,0.13793103448275862,0.6000000000000001,1.0,0.7569377990430621,0.9217739451801663,0.4855403348554034,0.07326236693800875,0.42857142857142855,0.0,0.45000000000000007,0.0,0.0,0.0
93,1.0,0.0,0.40102171136653897,0.9728539985326485,0.6000000000000001,0.0,0.2229665071770335,0.08007391438250694,0.37671232876712335,0.8960551033187226,1.0,1.0,0.05000000000000002,0.0,0.0,1.0
94,1.0,0.0,0.052362707535121344,0.8921496698459281,0.8,0.0,0.5473684210526315,0.060055435786880204,0.16590563165905634,0.8519098309329993,1.0,0.0,0.0,0.0,0.0,1.0
95,1.0,1.0,0.014048531289910599,0.9479090242112986,1.0,1.0,0.6966507177033493,0.26609177702494613,0.7724505327245054,0.8447088290544771,0.14285714285714285,1.0,0.15,1.0,0.0,1.0
96,0.0,0.0,0.3371647509578544,0.9985326485693324,0.6000000000000001,0.0,0.18086124401913878,0.038805050816137984,0.6750380517503807,0.8519098309329993,0.2857142857142857,0.0,0.7000000000000001,0.0,0.0,0.0
97,0.0,0.0,0.5172413793103449,0.9288334556126194,0.6000000000000001,1.0,0.1358851674641148,0.05697566984909148,0.780060882800609,0.8810269254852849,0.42857142857142855,0.0,0.25,0.0,0.0,1.0
98,0.0,0.0,0.011494252873563218,0.9229640498899485,0.6000000000000001,1.0,0.30239234449760766,0.2491530643671081,0.7382039573820397,0.8447088290544771,0.42857142857142855,0.0,0.1,0.0,0.0,0.0
99,0.0,0.0,0.5644955300127714,0.8686720469552458,0.6000000000000001,1.0,0.25167464114832533,0.04465660609793656,0.6461187214611873,0.8960551033187226,0.42857142857142855,0.0,0.45000000000000007,0.0,0.0,1.0
100,0.0,0.0,0.05619412515964242,0.880410858400587,0.6000000000000001,0.0,0.5655502392344497,0.03572528487834925,0.047184170471841716,0.8625547902316844,1.0,1.0,0.05000000000000002,0.0,0.0,1.0
101,0.0,0.0,0.5376756066411239,0.9170946441672783,0.6000000000000001,0.0,0.6267942583732057,0.007391438250692953,0.3295281582952816,0.8065122103944897,0.42857142857142855,1.0,0.35,0.0,0.0,0.0
102,0.0,0.0,0.9208173690932312,0.9479090242112986,0.6000000000000001,0.0,0.3368421052631579,0.1327379119186942,0.8470319634703197,0.8998121477770821,1.0,0.0,0.05000000000000002,0.0,0.0,0.0
103,1.0,0.0,0.6666666666666667,0.1415994130594278,0.6000000000000001,0.0,0.5799043062200956,0.8105943948259933,0.36225266362252667,0.06512210394489668,0.42857142857142855,1.0,0.1,0.0,0.0,0.0
104,1.0,1.0,0.8991060025542784,0.19735876742479824,0.8,0.0,0.42392344497607654,0.8176778564829074,0.7808219178082193,0.08515967438948027,0.42857142857142855,0.0,0.0,0.0,0.0,1.0
105,1.0,0.0,0.47509578544061304,0.20102714600146737,0.8,0.0,0.5425837320574162,0.8247613181398215,0.41628614916286155,0.07983719474013774,1.0,0.0,0.0,0.0,0.0,1.0
